date_time,heart_zone_id,total_minutes
2022-06-01T18:11,FAT_BURN,1
2022-06-01T18:12,FAT_BURN,1
2022-06-01T18:13,FAT_BURN,1
2022-06-01T18:14,FAT_BURN,1
2022-06-01T18:15,FAT_BURN,1
2022-06-01T18:16,CARDIO,2
2022-06-01T18:17,CARDIO,2
2022-06-01T18:18,CARDIO,2
2022-06-01T18:19,FAT_BURN,1
2022-06-01T18:20,FAT_BURN,1
2022-06-01T18:30,FAT_BURN,1
2022-06-01T18:50,FAT_BURN,1
2022-06-01T19:11,FAT_BURN,1
2022-06-01T19:12,FAT_BURN,1
2022-06-01T19:26,FAT_BURN,1
2022-06-01T19:27,FAT_BURN,1
2022-06-01T19:28,FAT_BURN,1
2022-06-01T19:29,FAT_BURN,1
2022-06-01T19:30,FAT_BURN,1
2022-06-01T19:31,FAT_BURN,1
2022-06-01T19:32,FAT_BURN,1
2022-06-01T20:00,FAT_BURN,1
2022-06-01T20:01,FAT_BURN,1
2022-06-01T20:02,FAT_BURN,1
2022-06-01T20:03,FAT_BURN,1
2022-06-01T20:04,FAT_BURN,1
2022-06-02T18:57,FAT_BURN,1
2022-06-02T19:05,FAT_BURN,1
2022-06-02T19:35,FAT_BURN,1
2022-06-02T19:36,FAT_BURN,1
2022-06-02T19:37,FAT_BURN,1
2022-06-02T19:38,FAT_BURN,1
2022-06-02T20:14,FAT_BURN,1
2022-06-02T20:15,FAT_BURN,1
2022-06-03T07:12,FAT_BURN,1
2022-06-03T07:13,FAT_BURN,1
2022-06-03T07:14,CARDIO,2
2022-06-03T07:15,CARDIO,2
2022-06-03T07:16,CARDIO,2
2022-06-03T07:17,CARDIO,2
2022-06-03T07:18,CARDIO,2
2022-06-03T07:19,CARDIO,2
2022-06-03T07:20,CARDIO,2
2022-06-03T07:21,CARDIO,2
2022-06-03T07:22,FAT_BURN,1
2022-06-03T07:23,FAT_BURN,1
2022-06-03T07:25,CARDIO,2
2022-06-03T07:26,CARDIO,2
2022-06-03T07:27,CARDIO,2
2022-06-03T07:28,CARDIO,2
2022-06-03T07:29,FAT_BURN,1
2022-06-03T07:30,FAT_BURN,1
2022-06-03T07:31,FAT_BURN,1
2022-06-03T07:32,FAT_BURN,1
2022-06-03T07:33,FAT_BURN,1
2022-06-03T07:34,FAT_BURN,1
2022-06-03T07:35,FAT_BURN,1
2022-06-03T21:35,FAT_BURN,1
2022-06-03T21:36,FAT_BURN,1
2022-06-03T21:37,FAT_BURN,1
2022-06-03T21:38,FAT_BURN,1
2022-06-03T21:40,FAT_BURN,1
2022-06-03T21:41,FAT_BURN,1
2022-06-03T21:42,FAT_BURN,1
2022-06-03T21:45,FAT_BURN,1
2022-06-04T10:14,FAT_BURN,1
2022-06-04T10:15,FAT_BURN,1
2022-06-04T10:16,FAT_BURN,1
2022-06-04T10:17,FAT_BURN,1
2022-06-04T10:18,FAT_BURN,1
2022-06-04T10:19,CARDIO,2
2022-06-04T10:20,FAT_BURN,1
2022-06-04T10:21,FAT_BURN,1
2022-06-04T10:22,FAT_BURN,1
2022-06-04T10:23,FAT_BURN,1
2022-06-04T10:29,FAT_BURN,1
2022-06-04T10:30,FAT_BURN,1
2022-06-04T10:31,FAT_BURN,1
2022-06-04T10:32,FAT_BURN,1
2022-06-04T10:34,FAT_BURN,1
2022-06-04T10:35,FAT_BURN,1
2022-06-04T10:38,FAT_BURN,1
2022-06-04T10:39,FAT_BURN,1
2022-06-04T10:46,FAT_BURN,1
2022-06-04T10:47,FAT_BURN,1
2022-06-04T10:49,FAT_BURN,1
2022-06-04T10:50,FAT_BURN,1
2022-06-04T10:51,FAT_BURN,1
2022-06-04T10:52,FAT_BURN,1
2022-06-05T13:41,FAT_BURN,1
2022-06-05T13:44,FAT_BURN,1
2022-06-05T13:46,FAT_BURN,1
2022-06-05T13:47,FAT_BURN,1
2022-06-05T13:48,FAT_BURN,1
2022-06-05T13:51,FAT_BURN,1
2022-06-05T13:52,FAT_BURN,1
2022-06-05T14:43,CARDIO,2
2022-06-05T14:44,CARDIO,2
2022-06-05T14:45,CARDIO,2
2022-06-05T14:46,CARDIO,2
2022-06-05T14:47,FAT_BURN,1
2022-06-05T14:48,CARDIO,2
2022-06-05T14:49,CARDIO,2
2022-06-05T14:50,CARDIO,2
2022-06-05T14:51,FAT_BURN,1
2022-06-05T14:52,CARDIO,2
2022-06-05T14:53,CARDIO,2
2022-06-05T14:54,FAT_BURN,1
2022-06-05T14:55,CARDIO,2
2022-06-05T14:56,CARDIO,2
2022-06-07T18:08,FAT_BURN,1
2022-06-07T18:09,FAT_BURN,1
2022-06-07T18:10,FAT_BURN,1
2022-06-07T18:11,FAT_BURN,1
2022-06-07T18:12,FAT_BURN,1
2022-06-07T18:13,FAT_BURN,1
2022-06-07T18:14,FAT_BURN,1
2022-06-07T18:15,FAT_BURN,1
2022-06-07T18:16,FAT_BURN,1
2022-06-07T18:17,CARDIO,2
2022-06-07T18:18,FAT_BURN,1
